urls
https://dxsale.app/app/pages/defipresale?saleID=267&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=266&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=265&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=264&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=263&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=262&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=261&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=260&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=259&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=258&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=257&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=256&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=255&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=254&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=253&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=252&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=251&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=250&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=249&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=248&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=247&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=246&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=245&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=244&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=243&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=242&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=241&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=240&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=239&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=238&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=237&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=236&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=235&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=234&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=233&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=232&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=231&chain=BSC
https://dxsale.app/app/pages/defipresale?saleID=230&chain=BSC
